id,source,source_id,name,city,certifications,studio_name,website,instagram,specialties,crawled_at,search_vec,aliases,bio_text,lineage,tiktok,linkedin,blog_url,years_teaching,cert_date,contraindications,rag_payload,enriched_at
156,naver_blog,6e544c1ce646,포토플레이 본사,광주,,,blog.naver.com/forest5812,,,2026-05-28T18:00:23.146758+00:00,'광주':3 '본사':2 '포토플레이':1,,,,,,,,,,,
157,naver_blog,91aab86d5779,삼인 필라테스요가 첨단점,광주,,,blog.naver.com/samin_py_cheomdan,,,2026-05-28T18:00:23.146787+00:00,'광주':4 '삼인':1 '첨단점':3 '필라테스요가':2,,,,,,,,,,,
158,naver_blog,72d3ec157385,"요가, 예쁨을 지키는 시간",광주,,,blog.naver.com/keepwithinbeauty,,,2026-05-28T18:00:23.146812+00:00,'광주':5 '시간':4 '예쁨을':2 '요가':1 '지키는':3,,,,,,,,,,,
159,naver_blog,84f862bb1820,BROWNPARK,광주,,,blog.naver.com/okfunny,,,2026-05-28T18:00:23.146833+00:00,'brownpark':1 '광주':2,,,,,,,,,,,
160,naver_blog,a25838b52fac,첨단사진관 숲속의아침스튜디오,광주,,,blog.naver.com/woodmorning,,,2026-05-28T18:00:23.146854+00:00,'광주':3 '숲속의아침스튜디오':2 '첨단사진관':1,,,,,,,,,,,
161,naver_blog,8884540fafe4,I‘MEG Makeup,광주,,,blog.naver.com/image100p,,,2026-05-28T18:00:23.146878+00:00,'i':1 'makeup':3 'meg':2 '광주':4,,,,,,,,,,,
162,naver_blog,5a358f13708b,광주메이크업_아베끄_by_분장,광주,,,blog.naver.com/makeupsu9654,,,2026-05-28T18:00:23.146897+00:00,'by':3 '광주':5 '광주메이크업':1 '분장':4 '아베끄':2,,,,,,,,,,,
163,naver_blog,5ebbea914e92,요가하는 상담사 고요의 방,광주,,,blog.naver.com/wishkoyo,,,2026-05-28T18:00:23.146917+00:00,'고요의':3 '광주':5 '방':4 '상담사':2 '요가하는':1,,,,,,,,,,,
164,naver_blog,dfbf9e572ad7,첨단사진관 숲속의아침 스튜디오,광주,,,blog.naver.com/tmdwnsforest,,,2026-05-28T18:00:23.146937+00:00,'광주':4 '숲속의아침':2 '스튜디오':3 '첨단사진관':1,,,,,,,,,,,
165,naver_blog,ba6e2d9ecd1c,예강필라테스&요가플라잉,광주,,,blog.naver.com/mj8663,,,2026-05-28T18:00:23.699448+00:00,'광주':3 '예강필라테스':1 '요가플라잉':2,,,,,,,,,,,
166,naver_blog,5d07284431e0,"BEYOND THE LIMIT, YOGA GRIT",광주,,,blog.naver.com/yogagrit,,,2026-05-28T18:00:23.699481+00:00,'beyond':1 'grit':5 'limit':3 'the':2 'yoga':4 '광주':6,,,,,,,,,,,
